10067
0	86
2	60
3	65
3	66
4	99
8	55
8	60
10	89
10	97
11	57
11	58
11	89
14	88
18	51
18	86
27	89
31	57
33	85
36	79
36	97
37	63
42	76
42	88
48	99
1	146
2	113
2	119
4	128
7	109
8	147
10	101
11	131
13	113
14	107
14	119
14	126
18	129
18	145
22	127
30	127
36	123
38	109
38	126
42	123
44	127
44	147
47	100
47	119
48	130
49	110
0	172
0	183
0	184
2	199
3	154
4	169
4	172
4	173
4	199
8	169
8	196
10	188
11	155
13	183
13	188
27	155
28	166
28	169
28	184
30	155
31	170
37	157
42	153
42	155
42	160
42	195
47	163
47	184
49	184
49	185
49	195
1	202
2	223
3	216
4	249
6	223
8	249
27	225
30	206
31	244
31	249
36	213
36	247
38	201
38	202
44	220
47	212
48	207
0	293
1	285
3	275
3	284
4	269
4	292
6	267
6	292
7	292
10	288
11	265
11	267
11	272
11	284
13	284
13	285
18	282
22	284
27	275
28	258
30	251
30	285
33	289
38	254
47	275
1	333
7	312
7	331
8	312
8	328
10	306
10	349
13	339
28	301
31	304
48	349
49	311
49	318
49	338
0	365
0	393
1	350
1	371
2	371
2	383
3	355
4	350
4	385
4	387
7	350
10	353
10	366
13	361
14	355
18	353
18	387
22	387
22	393
28	392
28	395
30	366
30	381
33	356
36	383
36	395
38	356
42	358
42	376
44	394
48	365
1	413
1	445
2	401
2	402
2	405
2	416
2	427
3	420
7	448
8	417
8	445
10	427
13	400
14	437
22	434
28	416
30	441
31	429
33	404
37	419
44	405
44	417
47	448
48	400
49	429
2	489
7	461
11	472
11	487
13	456
13	481
14	459
14	476
22	468
22	489
22	492
27	450
27	475
28	489
28	495
30	486
31	455
31	491
33	459
33	475
36	488
37	455
37	489
38	460
42	489
42	499
44	491
47	461
48	492
0	527
1	539
2	503
3	521
4	520
6	534
7	526
7	535
8	530
10	523
22	534
22	535
28	530
28	535
28	539
30	501
30	535
30	540
33	539
36	507
37	514
44	521
0	573
0	581
4	551
6	571
6	592
7	553
7	568
7	569
7	574
7	578
10	559
10	593
13	568
27	572
33	584
36	574
37	586
44	581
44	599
47	560
47	564
49	570
49	581
49	598
0	648
1	628
2	644
3	604
6	603
6	621
6	644
6	647
7	628
8	610
8	632
8	647
11	608
11	621
13	610
13	642
18	608
22	623
22	650
28	644
30	604
30	621
30	642
31	604
33	620
37	623
38	620
48	610
49	644
0	652
0	671
2	693
3	658
4	697
6	654
7	655
10	681
11	652
13	670
27	659
27	696
31	670
31	688
33	652
48	670
49	671
0	702
2	708
2	732
3	707
3	718
3	746
7	708
11	707
11	735
13	739
18	733
18	738
30	749
31	739
33	735
36	746
37	707
38	726
49	726
1	785
3	792
6	790
7	769
8	756
10	799
11	770
11	791
13	754
13	767
13	785
13	798
14	756
14	759
14	772
14	790
18	792
22	754
22	775
22	790
22	792
33	754
33	792
36	758
36	781
37	798
48	757
0	853
1	853
1	864
2	825
2	872
3	838
3	853
4	864
7	853
11	806
11	828
11	865
14	825
14	835
18	825
18	864
27	869
28	859
28	876
30	862
31	845
33	835
33	875
36	823
36	843
37	809
37	854
42	850
47	862
48	853
1	908
1	915
3	905
6	908
11	887
11	903
13	889
14	886
18	898
18	905
28	912
30	879
30	887
36	904
36	912
37	904
47	918
1	937
1	961
3	943
3	958
10	967
13	955
14	966
14	969
18	945
22	952
27	928
27	964
28	952
28	959
28	964
30	955
30	959
30	963
30	972
31	945
33	938
33	963
36	962
36	965
37	950
42	948
42	967
44	962
47	958
47	974
49	953
49	965
2	1014
3	998
6	993
6	1009
7	1019
11	1002
14	978
18	1024
28	1019
33	1019
33	1021
36	993
44	986
47	1014
48	986
0	1037
0	1047
0	1073
3	1056
3	1057
3	1072
7	1038
8	1051
11	1037
11	1052
13	1037
13	1040
14	1061
18	1072
22	1068
27	1061
27	1066
28	1044
30	1059
31	1039
31	1073
33	1029
33	1068
36	1032
36	1072
37	1038
37	1066
37	1073
38	1055
42	1033
44	1030
44	1034
47	1066
49	1034
2	1098
8	1125
14	1115
18	1102
18	1121
22	1117
27	1102
30	1079
33	1111
36	1124
37	1080
44	1079
48	1096
49	1084
0	1135
1	1161
2	1140
3	1128
3	1153
4	1162
6	1152
7	1129
8	1151
11	1135
18	1130
18	1142
22	1141
22	1162
27	1129
28	1132
28	1143
28	1153
30	1153
30	1161
31	1151
36	1158
42	1128
44	1152
48	1147
49	1172
0	1202
1	1179
1	1194
1	1202
4	1204
4	1208
6	1181
6	1202
7	1213
10	1187
14	1194
14	1217
18	1179
18	1181
18	1226
27	1225
31	1189
36	1193
38	1192
42	1200
47	1209
1	1250
1	1256
2	1260
2	1275
3	1246
3	1263
4	1274
6	1269
7	1241
8	1232
10	1248
10	1253
10	1269
11	1272
18	1240
28	1231
31	1239
31	1248
33	1265
36	1270
37	1274
38	1275
42	1260
44	1236
44	1277
47	1274
48	1241
48	1246
48	1270
49	1229
49	1253
1	1279
1	1289
1	1328
2	1281
2	1326
3	1279
3	1291
3	1330
7	1306
7	1324
10	1291
11	1291
13	1318
18	1329
18	1330
22	1330
28	1289
28	1328
30	1318
31	1285
31	1328
33	1283
33	1286
37	1286
38	1285
42	1306
48	1279
48	1281
48	1292
48	1328
49	1288
2	1356
2	1359
2	1372
3	1334
3	1342
3	1381
4	1373
6	1338
6	1373
6	1381
8	1342
10	1349
10	1350
11	1350
14	1350
18	1366
27	1355
28	1361
30	1356
37	1381
38	1349
42	1338
42	1349
44	1355
48	1356
48	1380
49	1355
49	1359
2	1389
3	1389
3	1400
4	1389
6	1430
8	1396
11	1396
14	1396
14	1413
14	1435
18	1408
22	1388
22	1396
27	1416
28	1413
28	1416
31	1416
33	1388
36	1417
36	1430
38	1386
38	1416
42	1402
44	1400
47	1425
48	1425
49	1407
0	1451
3	1437
3	1482
8	1474
14	1471
18	1466
22	1481
27	1484
28	1463
31	1482
33	1453
33	1476
37	1437
37	1447
38	1450
38	1453
38	1476
42	1437
44	1451
44	1477
48	1447
48	1465
49	1439
49	1481
1	1506
3	1534
4	1535
7	1488
7	1508
7	1512
10	1495
13	1486
13	1496
14	1495
14	1534
18	1488
22	1494
27	1489
27	1496
28	1487
37	1491
38	1516
42	1509
44	1509
47	1531
48	1489
48	1512
51	109
51	138
55	126
55	132
56	119
56	131
58	109
58	113
58	119
58	131
63	107
64	147
65	132
66	143
69	127
69	143
69	145
73	101
74	127
77	129
79	107
79	119
79	138
79	145
85	101
85	146
87	105
87	130
87	138
88	149
89	122
89	138
97	136
98	110
98	127
50	185
55	158
55	166
56	172
56	184
58	195
64	177
64	189
65	155
65	169
65	176
65	178
66	166
69	172
69	174
73	168
74	198
77	154
77	160
79	173
85	183
85	196
87	160
87	168
87	173
87	196
88	185
88	189
88	198
89	176
89	182
89	184
97	170
97	184
99	157
99	178
55	207
55	244
55	248
56	210
56	213
63	220
63	247
64	248
65	247
66	223
69	220
74	202
77	201
77	212
79	247
85	210
85	244
86	220
88	249
89	223
50	275
51	279
55	282
57	259
57	269
58	266
58	269
58	289
64	254
65	266
66	259
66	284
69	279
73	279
73	288
74	265
85	266
88	258
89	272
97	289
51	317
55	336
56	308
57	316
57	317
58	308
58	319
63	333
63	338
63	340
64	316
65	318
76	339
79	319
79	344
85	318
85	343
87	318
88	333
88	349
97	344
99	344
50	381
50	387
55	361
55	394
57	358
58	398
63	394
64	353
65	392
66	365
66	371
66	393
66	394
73	353
73	366
76	381
79	373
85	373
85	389
88	370
89	353
89	381
97	383
50	400
51	420
51	436
57	410
58	402
60	410
60	417
63	427
64	402
69	410
73	427
73	449
77	402
79	449
85	408
89	413
89	416
89	426
97	402
97	404
97	408
99	426
56	464
56	499
63	450
63	499
65	486
69	464
69	473
76	459
76	488
76	490
77	486
77	491
79	490
87	475
87	490
89	482
97	475
98	481
98	489
50	510
50	523
50	536
51	509
56	527
56	540
57	513
57	527
57	534
58	505
58	513
64	516
65	521
66	503
66	523
69	517
69	531
69	548
73	520
76	506
76	530
76	539
76	548
77	527
79	507
79	523
85	503
85	509
85	510
88	505
99	505
50	586
60	571
64	553
64	555
64	583
64	593
64	594
65	572
66	555
66	559
66	564
69	584
73	596
74	569
76	581
76	596
79	564
79	578
79	584
79	592
85	570
87	574
87	580
88	571
89	560
89	571
97	570
97	590
98	579
99	571
99	572
99	581
99	592
56	609
57	609
58	608
58	650
60	610
66	603
74	648
79	604
79	644
85	650
87	639
87	647
88	629
89	608
89	610
55	660
55	679
58	690
60	653
60	696
60	698
63	693
64	658
64	669
64	677
66	655
69	697
73	660
74	654
79	659
85	652
85	654
89	677
97	677
97	690
99	681
55	705
56	718
56	722
57	718
58	723
60	718
63	736
64	702
66	707
69	716
69	718
69	744
73	716
73	718
73	723
76	705
77	746
79	749
85	728
86	735
87	729
87	738
87	749
89	701
89	739
99	738
50	758
50	767
50	775
50	799
51	780
55	791
56	754
56	800
58	777
60	759
60	770
64	781
66	767
69	770
69	794
74	770
74	773
74	785
76	785
79	766
79	798
85	769
88	756
97	785
98	756
98	770
99	757
50	850
51	806
51	820
51	825
55	863
55	869
55	876
58	852
58	853
58	860
58	862
58	864
60	857
63	809
63	852
63	860
64	825
64	862
65	828
65	869
66	806
69	802
69	833
69	874
73	825
73	872
74	817
74	877
76	841
76	852
77	825
79	853
85	862
85	863
85	874
86	806
86	838
86	863
86	872
87	809
87	820
87	877
89	817
89	859
89	864
89	876
97	865
98	838
99	862
99	876
50	915
50	927
51	879
51	895
51	918
55	899
55	907
58	886
60	888
60	892
60	899
63	915
65	918
73	879
73	887
77	899
77	912
79	887
79	895
87	915
87	918
89	889
89	906
50	948
51	969
51	971
55	972
58	948
58	966
60	929
60	937
63	959
65	938
65	957
69	929
69	953
73	943
73	974
76	932
76	967
77	949
79	936
79	943
85	936
87	944
89	971
97	977
98	943
55	1020
55	1024
57	982
57	986
58	982
58	1027
60	1024
69	1008
69	1022
74	1014
76	1019
79	986
87	1025
88	1011
89	1026
97	1009
97	1025
